age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,existing_debt,num_credit_lines,loan_purpose,home_ownership,debt_to_income,default
44,45662.13,4.3,727,38883.52,60,2295.47,3,education,RENT,0.902,0
36,91105.51,6.8,684,18712.36,24,8680.49,6,home_improvement,MORTGAGE,0.301,0
46,83908.21,5.6,599,1000.0,60,15454.62,3,debt_consolidation,OWN,0.196,0
55,62541.93,3.9,585,7068.17,24,0.0,4,medical,MORTGAGE,0.113,0
23,77081.61,8.1,600,12900.4,24,7349.77,5,auto,RENT,0.263,0
37,44114.82,0.8,512,21491.5,12,12327.61,4,home_improvement,MORTGAGE,0.767,1
40,62289.52,0.3,713,21163.58,12,9292.47,5,debt_consolidation,RENT,0.489,0
32,59213.46,0.1,586,22277.96,48,9466.69,3,education,RENT,0.536,1
36,45068.99,10.7,685,11132.02,36,15635.24,6,home_improvement,RENT,0.594,0
49,72674.03,1.0,614,26709.14,36,4504.37,2,education,RENT,0.43,0
23,65915.63,,614,19995.81,12,25368.1,6,education,RENT,0.688,0
35,66853.56,13.2,563,14539.94,36,7391.9,5,auto,OWN,0.328,0
61,39865.45,5.2,648,28233.89,24,6741.45,0,debt_consolidation,MORTGAGE,0.877,0
54,14723.09,4.7,588,16273.79,36,13997.79,4,home_improvement,RENT,2.056,0
61,32570.86,0.8,643,26444.99,36,8344.38,3,debt_consolidation,MORTGAGE,1.068,0
27,73633.94,4.6,611,10573.62,60,15322.83,4,education,MORTGAGE,0.352,0
21,28944.08,9.8,786,22443.92,48,14160.95,8,auto,OWN,1.265,0
22,65566.7,0.7,689,17675.11,24,5505.1,4,debt_consolidation,RENT,0.354,0
42,57236.17,8.0,614,27027.44,36,7804.38,3,medical,RENT,0.609,1
28,76348.65,1.8,517,2258.06,36,7713.75,4,debt_consolidation,MORTGAGE,0.131,1
60,40859.34,5.4,788,11382.12,36,9229.41,6,auto,MORTGAGE,0.504,0
30,48942.89,0.5,645,21563.81,48,3255.4,5,medical,RENT,0.507,0
33,52250.53,16.3,626,28899.98,60,3459.29,7,small_business,RENT,0.619,0
22,27892.87,4.8,647,15782.64,24,3592.8,5,auto,MORTGAGE,0.695,0
30,,6.7,809,10483.34,24,17624.59,3,home_improvement,MORTGAGE,0.575,0
22,64534.55,0.9,572,15122.54,36,9860.52,2,debt_consolidation,MORTGAGE,0.387,1
27,77276.01,3.5,747,12471.66,60,10011.56,6,medical,MORTGAGE,0.291,0
43,83335.61,0.7,582,14495.87,24,11919.89,6,debt_consolidation,RENT,0.317,1
45,70836.42,0.3,648,24416.31,24,2178.2,6,auto,RENT,0.375,0
28,62259.55,8.3,698,16348.26,48,1364.4,8,medical,RENT,0.284,0
33,78858.55,4.6,637,9446.3,48,11380.01,6,debt_consolidation,MORTGAGE,0.264,0
42,24959.84,0.3,627,15255.85,24,4458.68,3,home_improvement,RENT,0.79,0
41,72167.54,21.4,525,12871.44,48,8307.22,4,debt_consolidation,RENT,0.293,0
37,53346.83,8.7,743,18662.16,12,11364.08,3,education,MORTGAGE,0.563,0
40,55396.92,4.3,638,4967.49,36,12013.64,4,small_business,MORTGAGE,0.307,0
41,12000.0,15.7,540,1085.17,36,5155.68,4,home_improvement,MORTGAGE,0.52,0
25,51297.22,3.5,592,5472.89,48,8751.71,2,small_business,OWN,0.277,0
53,41853.49,5.9,562,10078.94,24,13924.94,10,auto,MORTGAGE,0.574,1
28,38599.58,2.9,713,16461.45,48,7690.91,2,small_business,MORTGAGE,0.626,0
49,35368.84,1.0,637,17963.03,48,10986.38,4,auto,RENT,0.819,0
47,50046.78,0.5,594,9571.67,60,9152.99,6,debt_consolidation,MORTGAGE,0.374,0
21,94647.63,11.5,541,30380.68,36,8306.31,3,medical,MORTGAGE,0.409,1
54,78653.87,5.6,744,16976.77,48,4077.47,5,education,RENT,0.268,0
57,62230.35,3.3,612,23822.37,36,1420.09,1,small_business,OWN,0.406,0
49,66808.36,4.6,463,20781.29,36,2227.14,10,small_business,MORTGAGE,0.344,1
32,64313.52,2.8,410,17402.8,60,16200.86,3,small_business,MORTGAGE,0.522,1
46,53863.83,14.9,649,24787.08,12,5722.64,4,home_improvement,RENT,0.566,0
62,60710.62,5.8,795,13074.4,48,16129.94,3,debt_consolidation,MORTGAGE,0.481,0
37,51379.61,2.5,748,9796.02,48,9669.81,10,home_improvement,RENT,0.379,0
26,73554.2,5.9,718,13430.72,48,2332.54,3,medical,MORTGAGE,0.214,0
34,49688.88,5.9,708,3276.8,24,19039.47,3,debt_consolidation,RENT,0.449,0
62,,1.2,627,23728.57,48,17197.44,2,home_improvement,OWN,0.489,1
48,66330.94,2.7,711,16875.44,48,11106.37,4,home_improvement,RENT,0.422,0
41,41970.14,1.1,476,3087.46,36,3752.24,3,debt_consolidation,MORTGAGE,0.163,1
35,33290.71,0.3,809,34876.65,12,3505.08,6,education,MORTGAGE,1.153,0
25,50724.71,5.6,564,28486.21,12,11725.05,1,education,MORTGAGE,0.793,0
48,87539.74,6.8,594,8306.56,36,14559.88,5,debt_consolidation,RENT,0.261,0
46,74461.35,1.4,641,15911.05,60,1967.19,6,debt_consolidation,MORTGAGE,0.24,0
44,26586.44,3.4,653,1000.0,36,16317.66,2,medical,RENT,0.651,0
53,78571.05,3.1,812,1000.0,36,5826.97,5,debt_consolidation,RENT,0.087,0
34,55683.67,13.8,572,20006.18,24,18327.01,2,home_improvement,RENT,0.688,1
60,73820.12,7.0,636,7214.91,24,13651.42,7,debt_consolidation,OWN,0.283,0
54,65361.53,1.9,533,2184.06,24,12844.34,4,small_business,MORTGAGE,0.23,1
45,49384.46,4.2,634,8025.75,48,4256.98,5,auto,OWN,0.249,0
39,85591.0,22.8,623,22912.24,36,10708.21,5,debt_consolidation,RENT,0.393,0
57,41185.57,0.1,730,33380.32,12,4061.25,3,small_business,RENT,0.909,0
53,56254.29,11.9,664,1000.0,60,19668.97,4,small_business,MORTGAGE,0.367,0
43,70943.92,17.9,790,26971.43,24,0.0,3,debt_consolidation,OWN,0.38,0
39,71986.09,5.1,520,14193.02,48,21098.69,2,home_improvement,MORTGAGE,0.49,1
46,98055.4,0.9,609,3430.46,12,10009.9,4,debt_consolidation,MORTGAGE,0.137,0
54,54342.41,1.3,821,22171.24,12,12034.36,3,debt_consolidation,RENT,0.629,0
46,92886.83,2.4,716,3735.54,12,1073.86,2,debt_consolidation,MORTGAGE,0.052,0
27,73399.12,7.6,696,22651.68,24,6935.86,3,auto,OWN,0.403,0
54,46521.57,7.6,627,10642.68,60,12611.69,5,home_improvement,OWN,0.5,0
43,85331.61,0.3,640,1000.0,12,4907.36,8,auto,OWN,0.069,0
25,59472.66,1.3,791,21407.62,24,5272.87,2,home_improvement,RENT,0.449,0
41,87968.82,0.4,556,10294.33,24,12909.36,3,home_improvement,RENT,0.264,0
35,31286.82,1.2,544,9012.16,12,6103.4,3,medical,MORTGAGE,0.483,1
30,66939.5,14.5,791,17025.52,24,0.0,6,debt_consolidation,RENT,0.254,0
28,22831.06,10.4,576,15418.31,60,10660.43,5,home_improvement,MORTGAGE,1.142,1
56,62547.47,5.6,617,30855.08,12,10123.7,5,debt_consolidation,RENT,0.655,0
30,35045.82,2.2,586,29517.32,12,19033.44,4,debt_consolidation,RENT,1.385,1
40,28841.75,12.2,720,10127.12,12,9400.49,3,home_improvement,MORTGAGE,0.677,0
42,34828.54,1.4,551,33223.82,24,11206.26,2,debt_consolidation,MORTGAGE,1.276,1
54,90529.49,0.7,643,21797.19,24,8354.86,2,small_business,RENT,0.333,0
38,19819.0,7.3,576,26628.48,12,13433.88,7,debt_consolidation,MORTGAGE,2.021,0
50,63651.92,9.4,599,27258.58,60,12738.63,4,auto,MORTGAGE,0.628,0
33,48367.06,11.1,673,8858.89,36,3778.86,7,auto,MORTGAGE,0.261,0
44,37547.8,0.7,698,15145.09,24,6960.67,3,debt_consolidation,MORTGAGE,0.589,0
43,61083.96,3.0,559,9255.27,12,10996.28,4,home_improvement,MORTGAGE,0.332,1
28,55338.34,0.7,613,11935.39,24,10626.63,5,medical,RENT,0.408,0
48,48899.05,4.3,561,1017.18,36,4403.93,5,medical,MORTGAGE,0.111,0
46,45676.92,4.5,517,1000.0,24,5190.96,3,small_business,RENT,0.136,0
58,54382.15,0.5,555,17856.76,36,17198.41,4,home_improvement,RENT,0.645,0
21,36689.53,18.6,581,44487.59,12,5257.92,2,debt_consolidation,MORTGAGE,1.356,0
50,73426.38,4.5,605,12447.77,36,6231.73,2,home_improvement,OWN,0.254,1
22,68055.44,0.9,457,30382.86,24,10748.09,8,auto,OWN,0.604,1
35,38746.34,0.4,587,5236.09,48,17201.01,7,home_improvement,RENT,0.579,0
45,50779.93,1.7,676,1000.0,48,15985.99,1,home_improvement,RENT,0.335,0
59,44588.17,4.8,595,3850.66,36,5290.24,3,auto,RENT,0.205,0
50,78659.53,2.6,729,17929.91,24,12614.56,4,debt_consolidation,MORTGAGE,0.388,0
62,52967.23,2.6,657,15355.15,36,15989.81,2,auto,RENT,0.592,0
54,75373.37,2.7,668,16994.11,12,6722.71,2,auto,RENT,0.315,0
53,53367.36,0.8,631,1000.0,48,25003.35,11,medical,MORTGAGE,0.487,0
41,44723.73,,625,7853.44,36,3164.08,9,home_improvement,MORTGAGE,0.246,0
40,49369.53,2.6,622,16468.75,36,4320.89,0,debt_consolidation,RENT,0.421,1
21,87217.99,2.7,624,12453.21,24,8532.75,4,small_business,RENT,0.241,0
55,33204.77,6.3,653,17640.09,12,7145.48,1,education,MORTGAGE,0.746,0
24,42002.02,0.1,646,18519.72,36,5107.14,7,education,RENT,0.563,1
29,73343.76,0.1,685,1000.0,36,9691.73,3,medical,OWN,0.146,0
49,87023.61,2.1,596,17697.26,24,7024.13,4,debt_consolidation,OWN,0.284,0
46,86440.57,19.5,484,1000.0,24,6774.56,3,debt_consolidation,RENT,0.09,1
53,30579.92,0.9,638,21081.77,36,12521.18,5,small_business,RENT,1.099,0
44,57476.12,3.6,622,35909.4,12,0.0,2,debt_consolidation,OWN,0.625,0
45,34401.65,18.5,605,20866.78,24,12762.8,4,medical,RENT,0.978,0
49,41411.99,1.8,672,12465.17,24,13917.4,4,debt_consolidation,MORTGAGE,0.637,0
52,53673.64,13.7,587,11677.85,60,14002.62,6,home_improvement,MORTGAGE,0.478,0
53,78675.22,2.6,567,16310.84,36,1253.58,2,home_improvement,RENT,0.223,1
44,50610.37,2.6,826,3436.83,24,4893.17,2,debt_consolidation,MORTGAGE,0.165,0
26,78077.34,1.5,622,31292.72,24,18400.72,5,medical,RENT,0.636,0
54,71710.02,1.5,560,14445.76,36,12192.12,5,home_improvement,MORTGAGE,0.371,1
54,48380.11,10.0,619,7591.11,12,12658.49,4,auto,OWN,0.419,0
41,73226.0,8.4,580,29594.83,36,18555.3,1,education,MORTGAGE,0.658,0
29,46154.53,11.4,704,18901.19,12,1566.58,5,small_business,MORTGAGE,0.443,0
28,66880.53,2.8,775,3629.37,36,11061.92,8,education,MORTGAGE,0.22,0
27,33079.38,8.0,690,11541.07,36,13091.23,1,home_improvement,RENT,0.745,0
25,39639.7,4.7,622,5955.22,48,7276.58,2,debt_consolidation,RENT,0.334,0
62,54565.52,6.7,623,1000.0,24,5062.78,1,debt_consolidation,RENT,0.111,0
53,85738.98,10.6,729,25678.15,36,6212.53,9,auto,RENT,0.372,0
31,70677.83,1.9,713,23055.88,12,5846.74,5,debt_consolidation,RENT,0.409,0
44,45589.37,4.4,612,5217.22,12,0.0,3,small_business,OWN,0.114,0
23,68254.5,5.5,453,18731.63,24,6153.86,4,debt_consolidation,OWN,0.365,1
64,86463.42,2.9,535,16448.05,48,8559.82,5,medical,OWN,0.289,0
24,103822.43,2.5,720,4573.65,36,13761.1,5,small_business,RENT,0.177,0
37,65877.76,1.0,651,22834.04,36,3889.89,4,medical,RENT,0.406,0
29,72821.37,2.6,458,17649.53,48,6015.61,8,auto,OWN,0.325,1
31,38876.36,1.0,708,26236.21,24,887.7,4,medical,OWN,0.698,0
53,32733.91,2.4,564,18033.79,36,3106.54,5,auto,OWN,0.646,0
49,73353.12,18.8,500,12028.47,36,1853.09,4,debt_consolidation,OWN,0.189,0
29,56605.93,0.0,627,12297.62,36,940.01,5,medical,RENT,0.234,0
52,28293.28,7.9,550,13826.75,12,3274.69,4,debt_consolidation,MORTGAGE,0.604,1
28,40699.63,9.6,675,3938.84,36,10511.42,4,debt_consolidation,MORTGAGE,0.355,0
36,39772.65,5.8,643,20761.12,36,6720.43,1,home_improvement,OWN,0.691,0
39,100664.03,8.6,721,24302.66,48,14533.31,0,home_improvement,OWN,0.386,0
46,12000.0,,755,5488.93,24,4170.27,5,medical,RENT,0.805,0
21,41254.63,5.5,773,19371.44,24,10926.29,5,education,MORTGAGE,0.734,0
37,89884.22,0.9,704,22265.35,36,6740.55,7,education,OWN,0.323,0
21,32945.62,2.9,709,16341.36,24,12728.42,2,auto,RENT,0.882,0
23,56788.09,6.0,631,19153.66,48,0.0,7,home_improvement,MORTGAGE,0.337,1
38,52035.09,4.9,560,16377.31,60,8922.5,2,debt_consolidation,MORTGAGE,0.486,0
51,63164.07,6.5,633,21337.17,48,1097.8,2,home_improvement,OWN,0.355,0
32,60213.15,3.5,732,21218.33,60,9164.79,3,auto,MORTGAGE,0.505,0
51,53206.5,11.9,507,11746.66,12,10619.05,5,medical,RENT,0.42,1
56,93912.98,0.4,841,24321.59,36,4421.6,5,small_business,MORTGAGE,0.306,0
24,26811.45,10.3,691,7483.58,60,1633.94,3,debt_consolidation,RENT,0.34,0
48,45341.87,22.2,567,21013.92,36,10347.86,4,auto,MORTGAGE,0.692,0
31,35784.99,2.1,470,18137.14,36,18432.79,4,small_business,RENT,1.022,1
46,38831.97,7.3,575,25787.78,36,65.57,7,education,RENT,0.666,0
55,34380.98,13.6,647,14895.19,36,8743.75,1,auto,RENT,0.688,0
56,60747.87,2.2,686,21643.75,48,3810.67,4,debt_consolidation,RENT,0.419,0
55,28223.35,2.0,727,34871.99,36,4148.02,3,medical,RENT,1.383,0
59,82655.32,3.1,727,4111.69,12,9285.69,5,auto,MORTGAGE,0.162,0
59,12933.73,7.9,617,14172.94,48,4939.48,6,small_business,RENT,1.478,0
45,39279.97,17.3,572,4698.7,36,11399.75,3,small_business,OWN,0.41,0
61,25785.8,2.2,754,16389.1,24,16569.41,5,debt_consolidation,MORTGAGE,1.278,0
53,12000.0,7.3,838,24128.29,24,14007.46,3,home_improvement,RENT,3.178,0
39,71031.07,4.0,678,24876.87,48,11216.06,2,home_improvement,OWN,0.508,0
61,,5.9,623,8719.54,48,19471.54,5,home_improvement,RENT,0.434,0
63,76070.01,7.1,561,7143.15,36,5756.52,4,debt_consolidation,MORTGAGE,0.17,0
50,108125.4,2.6,509,15048.33,36,15509.17,3,debt_consolidation,RENT,0.283,1
63,58501.5,1.5,683,7841.18,24,1891.02,1,education,RENT,0.166,0
43,52024.4,1.7,701,33240.66,24,9007.17,0,auto,RENT,0.812,0
62,49440.91,,702,8578.73,36,7068.38,3,home_improvement,RENT,0.316,0
55,65635.36,1.0,796,1000.0,24,14212.38,2,debt_consolidation,OWN,0.232,0
61,19728.27,3.3,602,23660.85,12,12269.73,3,debt_consolidation,RENT,1.821,0
55,48382.33,7.4,639,36062.67,36,12408.26,3,debt_consolidation,MORTGAGE,1.002,0
37,27387.63,5.1,723,22426.65,36,4886.8,4,medical,MORTGAGE,0.997,0
22,62261.43,9.8,645,15098.4,48,11284.63,6,auto,OWN,0.424,1
57,40536.49,1.3,706,29890.32,36,13545.09,4,debt_consolidation,RENT,1.072,0
39,69989.47,7.2,662,1000.0,36,14580.03,8,auto,MORTGAGE,0.223,0
57,71836.08,1.9,773,21162.47,24,2910.28,6,small_business,RENT,0.335,0
52,30729.98,0.3,815,16178.83,36,13009.5,6,debt_consolidation,MORTGAGE,0.95,0
61,57349.32,2.1,611,4716.64,60,3484.87,1,debt_consolidation,RENT,0.143,0
59,58276.02,,705,8704.85,36,12678.64,2,home_improvement,MORTGAGE,0.367,0
32,54409.7,1.4,691,22622.33,48,9863.37,4,education,MORTGAGE,0.597,0
40,33677.61,2.8,736,15716.78,12,11416.04,1,education,OWN,0.806,0
38,54759.37,3.5,666,18343.15,36,0.0,5,small_business,RENT,0.335,0
25,47770.81,9.5,653,29709.45,60,4380.63,5,auto,RENT,0.714,0
47,99220.2,5.6,490,7966.46,36,9466.61,9,debt_consolidation,RENT,0.176,1
42,55687.87,0.6,699,20591.29,12,9160.79,4,debt_consolidation,RENT,0.534,0
54,39269.52,0.0,610,20592.51,60,8526.22,2,debt_consolidation,RENT,0.742,0
32,62575.83,7.3,656,19237.89,36,13549.9,4,debt_consolidation,RENT,0.524,0
59,27426.34,3.9,654,30924.04,36,0.0,4,medical,RENT,1.128,0
57,68847.1,1.7,547,31433.97,48,13542.67,3,debt_consolidation,MORTGAGE,0.653,1
29,38480.08,2.7,550,21926.09,12,5805.88,2,home_improvement,RENT,0.721,1
35,56654.12,1.2,566,3765.57,24,9770.68,2,debt_consolidation,MORTGAGE,0.239,0
53,37802.32,2.9,813,8213.62,24,3159.38,3,debt_consolidation,MORTGAGE,0.301,0
26,67688.68,4.3,553,28327.98,24,5597.97,1,medical,OWN,0.501,1
61,48482.12,9.4,594,15658.79,36,906.52,2,debt_consolidation,RENT,0.342,1
36,73988.2,3.4,620,11315.2,36,6148.77,11,debt_consolidation,RENT,0.236,0
38,63730.45,5.4,671,13423.53,48,4393.94,5,small_business,RENT,0.28,0
31,54665.75,0.2,687,1000.0,24,0.0,1,debt_consolidation,MORTGAGE,0.018,0
59,71512.91,2.8,597,14410.61,48,3594.56,5,home_improvement,RENT,0.252,1
46,57849.01,0.8,708,30898.12,24,11625.18,5,auto,MORTGAGE,0.735,0
24,52183.08,6.3,721,22250.22,60,4845.53,6,medical,RENT,0.519,0
52,24690.58,16.3,621,22612.66,36,8305.03,2,education,OWN,1.252,0
42,60445.26,2.8,549,10056.95,48,9108.55,2,debt_consolidation,RENT,0.317,1
40,58368.24,4.9,584,3569.94,24,6907.91,2,auto,MORTGAGE,0.18,0
56,,1.1,808,10383.59,60,5550.31,6,small_business,MORTGAGE,0.286,0
27,62717.27,0.4,617,14313.02,24,12740.26,5,medical,RENT,0.431,0
30,67071.58,3.8,603,14744.94,24,7378.9,0,auto,RENT,0.33,1
55,65421.25,12.1,672,1435.12,36,13865.49,3,debt_consolidation,OWN,0.234,0
42,30733.48,23.2,588,4713.21,48,13497.44,4,home_improvement,MORTGAGE,0.593,0
36,52034.38,3.3,727,27174.66,24,9722.97,5,small_business,MORTGAGE,0.709,0
49,38324.17,3.6,636,21774.3,24,12910.43,4,debt_consolidation,MORTGAGE,0.905,0
42,12000.0,2.1,700,4354.66,36,19918.46,6,small_business,MORTGAGE,2.023,0
22,36412.23,3.0,516,17921.73,24,5688.87,7,debt_consolidation,RENT,0.648,1
34,37465.94,0.4,628,6197.2,48,9935.16,4,debt_consolidation,RENT,0.431,1
29,61833.01,0.3,731,15580.84,12,2112.52,6,debt_consolidation,OWN,0.286,0
51,46250.51,0.7,674,22044.34,24,10485.65,4,auto,MORTGAGE,0.703,0
44,82532.04,9.3,702,7105.02,48,0.0,5,home_improvement,MORTGAGE,0.086,0
32,65667.33,0.1,786,23653.5,36,2603.8,6,medical,RENT,0.4,0
61,32516.57,8.6,595,17764.99,12,0.0,2,auto,MORTGAGE,0.546,0
40,73747.94,3.4,571,12149.63,24,13503.86,1,debt_consolidation,MORTGAGE,0.348,0
38,89046.54,0.0,661,18763.7,36,6425.11,5,education,RENT,0.283,0
52,73441.21,2.2,651,2884.73,24,9834.52,3,education,MORTGAGE,0.173,0
59,50403.01,1.4,575,26369.56,60,13637.17,4,auto,MORTGAGE,0.794,0
23,60734.58,5.2,770,9495.59,36,6538.22,3,medical,RENT,0.264,0
39,12000.0,1.1,549,13786.8,48,1446.33,5,home_improvement,MORTGAGE,1.269,1
49,62453.92,0.5,627,5848.04,36,8432.83,4,debt_consolidation,MORTGAGE,0.229,0
49,62443.63,1.1,638,1000.0,48,5758.55,10,debt_consolidation,MORTGAGE,0.108,0
48,45351.08,0.1,746,15801.91,24,10511.27,4,debt_consolidation,OWN,0.58,0
40,93936.97,2.5,686,16116.38,48,351.17,6,auto,RENT,0.175,0
51,36197.2,8.7,688,23012.34,36,5150.39,7,debt_consolidation,RENT,0.778,0
31,39492.89,10.5,603,12662.15,24,5236.55,4,auto,RENT,0.453,0
28,103128.3,3.8,659,20775.38,24,8339.09,9,medical,RENT,0.282,0
48,38906.71,9.6,577,15785.96,36,125.46,4,debt_consolidation,RENT,0.409,0
27,57408.35,3.3,645,22056.5,36,4186.21,7,small_business,RENT,0.457,0
28,58302.99,,571,6473.14,36,744.51,5,debt_consolidation,RENT,0.124,0
64,105351.01,0.7,714,8607.01,36,0.0,4,education,OWN,0.082,0
63,32369.16,4.2,573,23851.34,48,4281.49,1,education,OWN,0.869,0
60,26611.98,0.6,711,22269.96,60,9701.7,3,debt_consolidation,MORTGAGE,1.201,0
32,61564.62,4.5,850,15044.2,36,6744.92,4,debt_consolidation,MORTGAGE,0.354,0
44,22640.01,0.4,786,26478.36,24,5699.71,5,debt_consolidation,RENT,1.421,0
28,48364.05,0.5,697,19326.13,12,8371.66,4,auto,RENT,0.573,0
38,60028.68,5.2,578,41876.96,48,5902.22,2,home_improvement,RENT,0.796,1
54,12000.0,2.3,627,16031.23,48,0.0,4,medical,RENT,1.336,0
41,,2.3,524,19860.22,36,9352.46,3,medical,RENT,2.434,1
28,62588.79,9.5,673,19964.87,24,23514.74,6,home_improvement,MORTGAGE,0.695,0
57,79848.42,5.6,629,4513.2,24,8250.92,3,home_improvement,MORTGAGE,0.16,0
24,12000.0,3.1,404,19622.72,12,438.96,8,medical,RENT,1.672,1
25,90249.57,8.2,708,4372.48,36,3619.93,1,debt_consolidation,MORTGAGE,0.089,0
39,84279.08,0.2,712,28210.05,36,19710.34,4,debt_consolidation,RENT,0.569,0
22,36412.23,3.0,516,17921.73,24,5688.87,7,debt_consolidation,RENT,0.648,1
44,62370.82,1.1,623,24517.4,12,4086.4,1,debt_consolidation,RENT,0.459,0
42,,8.6,620,13315.19,24,0.0,6,home_improvement,MORTGAGE,0.564,0
53,16942.25,1.4,727,11955.69,48,9421.43,3,auto,MORTGAGE,1.262,0
64,32423.17,17.5,673,34742.42,24,5242.67,2,small_business,OWN,1.233,0
41,,1.8,698,20351.25,60,3470.35,9,auto,OWN,0.327,0
38,54860.27,2.1,537,9268.84,48,9064.28,6,debt_consolidation,OWN,0.334,1
26,65207.39,,586,13388.47,48,12490.89,4,debt_consolidation,MORTGAGE,0.397,1
46,33847.26,0.4,618,6204.86,48,9962.06,5,debt_consolidation,MORTGAGE,0.478,0
33,60307.24,9.9,663,13252.38,12,7415.71,5,debt_consolidation,RENT,0.343,0
44,53181.75,4.0,759,12411.98,48,4828.34,3,debt_consolidation,RENT,0.324,0
46,52678.34,0.9,456,26920.34,36,8549.27,1,education,RENT,0.673,1
64,,9.5,663,21324.53,36,3701.16,4,debt_consolidation,RENT,0.371,0
28,51919.06,7.0,660,14968.45,48,1343.15,4,debt_consolidation,RENT,0.314,0
57,50155.72,9.5,502,28050.78,36,5872.46,5,auto,MORTGAGE,0.676,0
25,12000.0,2.6,673,23422.82,24,7830.45,11,debt_consolidation,MORTGAGE,2.604,0
33,44315.67,2.7,618,1000.0,12,5840.19,5,home_improvement,RENT,0.154,0
24,62670.18,5.2,596,16795.57,12,5719.57,4,small_business,RENT,0.359,0
45,14856.07,0.4,654,1000.0,12,4707.7,5,medical,RENT,0.384,0
55,71971.66,1.8,734,5756.86,36,8434.38,5,debt_consolidation,RENT,0.197,0
26,60849.5,1.9,685,7164.41,12,11272.45,2,home_improvement,MORTGAGE,0.303,0
26,71154.7,1.9,722,33777.38,24,8411.77,4,auto,MORTGAGE,0.593,0
61,99441.08,0.6,678,10043.83,24,6586.08,3,home_improvement,MORTGAGE,0.167,0
30,76616.62,1.7,755,30656.99,24,6876.15,7,debt_consolidation,RENT,0.49,0
43,93382.06,2.8,669,15036.38,48,18261.5,2,small_business,RENT,0.357,0
41,49428.39,13.2,641,20095.68,24,9852.31,2,education,RENT,0.606,0
43,78924.21,20.9,538,13307.67,36,5879.31,3,debt_consolidation,MORTGAGE,0.243,0
49,47273.68,1.9,709,19452.75,24,12838.16,6,home_improvement,OWN,0.683,0
60,38670.95,5.4,624,29874.74,48,5835.4,4,debt_consolidation,RENT,0.923,0
57,,1.9,747,9169.39,24,19141.06,8,small_business,RENT,0.719,0
25,58350.94,5.9,605,11736.57,24,12618.93,2,home_improvement,MORTGAGE,0.417,0
64,39616.76,1.8,729,20521.25,48,0.0,6,medical,RENT,0.518,0
24,48753.28,24.1,591,21467.87,36,3221.12,1,auto,OWN,0.506,0
54,34934.81,2.2,688,14267.87,60,14796.21,7,auto,RENT,0.832,0
26,41142.08,4.5,631,8362.0,36,13544.07,2,auto,OWN,0.532,0
49,60866.8,4.9,666,25105.48,36,9442.69,6,debt_consolidation,OWN,0.568,0
51,84788.42,0.5,644,16929.86,60,1445.2,2,education,OWN,0.217,0
52,113590.01,10.1,762,5086.65,48,12815.78,3,debt_consolidation,RENT,0.158,0
31,83041.02,0.3,653,1295.57,24,16837.42,2,debt_consolidation,RENT,0.218,0
21,39401.26,3.3,631,8173.67,48,7069.71,2,debt_consolidation,MORTGAGE,0.387,0
43,18485.38,16.2,716,1000.0,60,16263.65,1,small_business,OWN,0.934,0
33,,5.9,694,27803.04,24,4636.01,2,medical,MORTGAGE,0.629,0
54,74204.22,0.8,825,4079.67,12,12696.84,6,education,MORTGAGE,0.226,0
39,98135.21,11.8,587,20017.53,48,10925.13,5,medical,RENT,0.315,0
58,59717.92,1.4,625,4948.21,12,4824.59,3,debt_consolidation,RENT,0.164,0
57,51358.38,3.8,562,3929.73,60,14939.71,7,debt_consolidation,MORTGAGE,0.367,1
38,23812.27,1.4,699,1000.0,24,8618.44,4,home_improvement,RENT,0.404,0
55,57904.46,3.4,742,1662.1,24,17170.52,3,auto,RENT,0.325,0
40,82605.86,1.0,624,12333.23,12,5401.15,2,small_business,RENT,0.215,0
46,32671.43,7.1,817,10260.38,24,11130.05,4,debt_consolidation,MORTGAGE,0.655,0
22,36952.44,4.4,709,12268.65,48,23550.17,6,debt_consolidation,RENT,0.969,0
47,,1.2,540,15620.04,48,18615.15,6,auto,MORTGAGE,0.496,0
27,30422.89,0.3,663,28781.94,36,4481.96,8,auto,RENT,1.093,1
33,81725.54,0.7,619,25532.35,36,7571.42,2,education,RENT,0.405,1
30,15316.81,7.5,699,5928.05,24,0.0,7,small_business,MORTGAGE,0.387,0
53,25670.54,2.5,646,10486.78,24,15528.47,4,education,MORTGAGE,1.013,0
48,105399.45,1.5,631,3349.56,60,5015.76,5,auto,RENT,0.079,0
34,88299.16,0.0,670,8595.05,48,8429.23,5,auto,OWN,0.193,0
38,68979.81,7.9,696,12572.34,24,5414.24,3,debt_consolidation,RENT,0.261,0
43,35507.07,2.4,647,8054.61,36,3542.4,1,home_improvement,OWN,0.327,0
63,63193.56,1.7,739,22502.74,24,12357.44,7,home_improvement,RENT,0.552,0
61,43732.79,5.0,622,20391.36,48,0.0,2,debt_consolidation,OWN,0.466,0
53,20831.09,3.0,850,20846.48,36,0.0,4,debt_consolidation,MORTGAGE,1.001,0
22,66140.07,5.1,630,22099.96,24,9095.38,3,debt_consolidation,MORTGAGE,0.472,0
34,48430.87,4.4,697,1000.0,48,14035.15,4,medical,MORTGAGE,0.31,0
57,30056.06,3.3,560,17108.2,36,1652.38,8,auto,MORTGAGE,0.624,0
58,53557.95,2.3,756,15979.05,60,4636.67,5,home_improvement,MORTGAGE,0.385,0
